"Rank","Triples","HomeRuns","StolenBases","BaseOnBalls","Strikeouts","BattingAverage","OnBasePercentage","SluggingPercentage","OnBasePlusSlugging","IntentionalWalks","GamesStarted","BattingStats","DefenseStats","WinsAboveReplacement","Top100Status"
29,0,0,0,0,2,0,0,0,0,0,15,3,24,1.2,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,-0.3,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,4,0,"No"
19,0,0,0,0,0,0.333,0.5,0.667,1.167,0,1,1,1,-0.1,"No"
23,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,1,-0.1,"No"
21,0,1,0,1,8,0.174,0.208,0.391,0.6,0,1,23,7,-0.1,"No"
27,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.1,"No"
19,0,1,0,6,6,0.161,0.297,0.258,0.555,0,10,10,10,-0.1,"No"
16,0,2,1,8,30,0.228,0.275,0.342,0.617,0,40,50,40,0.3,"No"
23,1,0,0,6,18,0.216,0.284,0.311,0.595,0,17,33,21,0.1,"No"
12,1,7,1,11,38,0.226,0.291,0.432,0.723,0,37,38,37,0.4,"No"
17,0,3,1,10,20,0.219,0.287,0.333,0.62,0,27,36,32,0.1,"No"
22,0,1,1,4,14,0.167,0.255,0.286,0.541,0,13,14,13,-0.4,"No"
1,0,9,1,16,50,0.321,0.386,0.533,0.919,0,39,44,35,0.8,"78"
1,0,7,0,17,53,0.22,0.284,0.388,0.671,0,54,60,57,0.3,"No"
1,1,18,0,19,90,0.268,0.319,0.472,0.791,0,104,107,99,2.8,"No"
10,0,11,0,21,67,0.225,0.288,0.397,0.685,0,65,74,63,0.2,"No"
25.5502963590178,0.535901778154107,3.43911939034716,1.78382726502964,10.0093564775614,24.8505927180356,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0.609060118543607,0,1,0,0.651610445676556,"No"
17,0,1,0,12,21,0.202,0.286,0.263,0.548,0,30,31,30,-0.3,"No"
1,3,13,1,32,64,0.242,0.302,0.416,0.718,5,104,108,105,0.5,"No"
10,1,12,0,23,49,0.268,0.34,0.485,0.825,0,64,67,64,1.5,"No"
1,0,4,0,19,50,0.247,0.307,0.323,0.629,1,70,75,73,-0.5,"No"
1,1,16,0,23,59,0.244,0.293,0.443,0.735,3,90,112,94,1.2,"No"
24,0,1,0,1,5,0.2,0.25,0.4,0.65,0,4,4,4,-0.1,"No"
20,0,0,0,2,5,0.087,0.16,0.087,0.247,0,5,10,9,-0.4,"No"
10,0,16,0,30,80,0.263,0.323,0.459,0.782,0,80,92,88,1.4,"No"
15,0,3,0,6,32,0.213,0.26,0.337,0.597,0,25,26,26,-0.5,"No"
16,2,3,3,14,63,0.225,0.286,0.343,0.63,0,46,48,47,-1.2,"No"
17,0,0,0,3,14,0.172,0.273,0.207,0.48,0,8,18,15,-0.1,"No"
21,1,1,0,5,10,0.243,0.333,0.486,0.82,0,8,24,14,0.1,"No"
9,0,5,1,27,55,0.197,0.305,0.323,0.628,6,54,57,0,-1,"No"
9,0,16,0,41,67,0.272,0.355,0.47,0.826,6,88,94,0,1.5,"No"
9,0,13,2,51,94,0.278,0.374,0.449,0.824,10,108,118,0,2.4,"No"
9,0,13,0,36,78,0.28,0.361,0.449,0.811,5,84,94,0,1.6,"No"
9,2,12,0,32,47,0.228,0.346,0.438,0.784,2,61,66,0,0.8,"No"
9,1,12,2,32,79,0.202,0.301,0.378,0.679,2,67,82,0,-0.1,"No"
20,0,0,0,1,8,0.118,0.167,0.118,0.284,0,5,6,4,-0.4,"No"
12,1,4,0,13,42,0.257,0.329,0.428,0.757,3,27,94,44,0.5,"No"
33,0,0,0,0,2,0,0,0,0,0,1,1,1,-0.2,"No"
20,1,1,0,3,11,0.206,0.263,0.382,0.646,0,10,15,11,0,"No"
14,0,1,0,8,17,0.224,0.318,0.328,0.646,0,9,38,17,-0.4,"No"
15,0,3,1,9,27,0.274,0.337,0.432,0.768,1,25,33,29,0.6,"No"
2,2,9,2,30,89,0.261,0.329,0.387,0.715,3,88,120,113,0.9,"No"
12,0,3,0,13,29,0.266,0.32,0.392,0.712,2,25,116,73,0,"No"
17,0,2,0,6,23,0.274,0.333,0.397,0.731,1,14,47,35,0.3,"No"
27,0,0,0,1,3,0,0.167,0,0.167,0,1,6,1,-0.1,"No"
21,0,0,2,2,7,0.067,0.176,0.067,0.243,0,3,16,13,-0.3,"No"
17,0,0,3,8,9,0.167,0.286,0.167,0.452,0,17,43,39,-0.1,"No"
12,2,1,5,22,29,0.252,0.364,0.351,0.715,4,30,76,57,0.4,"No"
16,2,2,2,4,24,0.211,0.245,0.344,0.589,0,27,34,32,0.1,"No"
7,2,2,30,42,100,0.245,0.332,0.313,0.646,0,82,131,114,1.4,"No"
17,0,0,4,9,28,0.187,0.282,0.213,0.496,0,22,27,24,-0.2,"No"
9,3,4,24,37,73,0.259,0.332,0.346,0.678,0,78,117,101,1.3,"No"
18,0,0,2,2,4,0.182,0.25,0.182,0.432,0,2,25,11,0,"No"
29,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No"
6,1,1,19,35,42,0.263,0.357,0.332,0.689,0,63,107,104,1.4,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,22,0.9,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,1,24,-0.2,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,-0.4,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,16,0.3,"No"
19,0,6,0,3,12,0.232,0.279,0.589,0.868,0,14,23,20,-0.1,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,2,0,"No"
41,0,0,0,0,0,0,0,0,0,0,0,13,14,0.3,"No"
12,0,13,0,18,57,0.27,0.327,0.487,0.813,1,55,65,63,1.1,"No"
5,2,16,5,43,133,0.242,0.306,0.421,0.726,4,127,145,140,1.7,"No"
19,0,3,0,5,17,0.238,0.319,0.524,0.843,0,7,28,11,-0.1,"No"
25,0,0,0,0,7,0,0,0,0,0,5,7,3,-0.7,"No"
5,1,31,10,60,138,0.273,0.349,0.513,0.862,6,142,144,143,3.5,"73"
5,0,32,5,78,108,0.241,0.345,0.48,0.825,6,138,152,146,4.5,"93"
10,0,7,0,36,89,0.157,0.281,0.27,0.551,3,58,86,75,-1.5,"No"
13,0,6,0,19,51,0.191,0.279,0.337,0.616,0,48,56,52,-0.5,"No"
5,0,6,0,16,50,0.239,0.306,0.411,0.717,0,42,50,46,0.2,"No"
12,2,3,1,23,56,0.237,0.318,0.341,0.659,1,60,69,57,1,"No"
13,1,1,2,14,34,0.25,0.324,0.328,0.652,0,31,50,36,0.2,"No"
8,2,5,2,24,75,0.215,0.281,0.333,0.614,3,53,111,81,-0.7,"No"
10,1,13,1,34,67,0.264,0.338,0.438,0.776,2,71,140,97,1.9,"No"
18,0,1,0,3,10,0.192,0.276,0.423,0.699,1,5,18,6,-0.1,"No"
17,0,2,0,5,23,0.301,0.338,0.466,0.803,0,22,24,20,0.6,"No"
6,1,9,1,29,78,0.241,0.328,0.419,0.748,1,69,77,75,0.5,"No"
10,0,14,6,21,79,0.255,0.304,0.463,0.767,2,75,82,80,0.8,"No"
13,0,3,9,11,56,0.225,0.269,0.348,0.616,1,47,49,48,0,"No"
20,0,3,0,3,14,0.25,0.3,0.556,0.856,0,10,10,10,0.2,"No"
31,0,0,0,0,4,0.111,0.111,0.111,0.222,0,3,5,4,-0.2,"No"
21,0,1,0,5,24,0.173,0.271,0.269,0.54,0,13,26,15,-0.6,"No"
22,0,0,0,0,0,0.5,0.5,0.5,1,0,0,3,3,0,"No"
26,0,1,0,0,20,0.189,0.189,0.302,0.491,0,26,26,26,1.4,"No"
27,0,3,1,3,21,0.222,0.258,0.381,0.639,0,32,35,32,5.1,"74"
23,0,3,0,1,17,0.232,0.271,0.429,0.7,0,31,38,31,0,"No"
28,0,0,0,2,16,0.1,0.156,0.1,0.256,0,9,57,54,0.2,"No"
26,0,0,0,1,5,0.182,0.25,0.182,0.432,0,0,76,78,0.6,"No"
25,1,1,0,0,15,0.189,0.189,0.378,0.568,0,17,17,17,1.5,"No"
26,0,1,0,0,14,0.067,0.067,0.167,0.233,0,18,25,22,-0.4,"No"
27,0,0,0,0,0,0,0,0,0,0,3,3,28,-0.6,"No"
27,0,2,0,0,7,0.235,0.235,0.588,0.824,0,11,11,11,-0.8,"No"
23,0,4,2,7,11,0.25,0.4,0.714,1.114,0,8,15,13,0.6,"No"
14,3,5,1,13,26,0.295,0.363,0.533,0.896,0,32,44,39,1.6,"No"
14,0,3,3,7,46,0.116,0.163,0.215,0.378,1,32,48,46,-1.1,"No"
16,0,1,2,9,40,0.171,0.261,0.232,0.493,0,21,36,34,-0.4,"No"
9,0,13,5,26,66,0.225,0.302,0.436,0.738,0,61,80,71,0.7,"No"
16,1,1,0,6,23,0.122,0.218,0.265,0.483,1,12,27,19,-0.3,"No"
10,1,13,4,30,86,0.268,0.364,0.537,0.901,0,54,74,72,2.1,"No"
15,0,5,0,15,37,0.155,0.31,0.366,0.677,0,19,36,30,-0.3,"No"
19,0,0,0,0,4,0.143,0.143,0.143,0.286,0,2,3,2,0,"No"
23,0,0,0,2,7,0.071,0.188,0.071,0.259,0,4,6,6,-0.2,"No"
15,0,2,1,8,61,0.21,0.25,0.336,0.586,0,39,44,41,-0.6,"No"
13,1,3,6,14,43,0.221,0.294,0.324,0.618,1,39,46,46,0.5,"No"
3,0,10,11,15,33,0.338,0.385,0.565,0.95,2,51,52,51,2.4,"2"
4,4,21,27,45,131,0.298,0.343,0.466,0.809,1,160,160,160,5.2,"7"
4,5,26,30,45,150,0.266,0.32,0.459,0.778,2,155,155,153,3.4,"39"
16,0,1,2,4,12,0.225,0.295,0.325,0.62,0,8,27,17,0.3,"No"
9,8,13,33,14,59,0.342,0.37,0.567,0.937,0,69,73,72,3.4,"No"
4,6,11,46,30,80,0.284,0.338,0.451,0.789,0,96,98,95,3,"No"
4,6,19,43,69,132,0.271,0.344,0.416,0.76,3,158,162,159,4.7,"40"
4,5,19,35,43,113,0.298,0.353,0.497,0.85,2,122,122,122,4,"82"
4,4,12,12,22,36,0.335,0.394,0.588,0.982,0,59,59,59,2.8,"3"
4,3,18,21,26,77,0.322,0.369,0.521,0.89,0,96,96,95,4,"No"
29,0,0,0,0,4,0.154,0.154,0.154,0.308,0,3,5,4,-0.1,"No"
13,2,6,1,20,48,0.231,0.328,0.41,0.738,0,36,51,42,0.6,"No"
7,3,10,10,31,64,0.251,0.352,0.456,0.808,0,57,59,59,2.5,"45"
7,3,15,13,54,119,0.242,0.327,0.413,0.74,2,118,132,127,3.3,"No"
7,2,17,7,57,150,0.184,0.284,0.341,0.626,1,124,152,148,2.5,"No"
7,1,13,15,75,154,0.198,0.315,0.352,0.666,0,142,153,153,2,"No"
18,1,3,3,1,13,0.243,0.25,0.457,0.707,0,15,24,18,0.3,"No"
21,1,0,0,4,8,0.217,0.357,0.348,0.705,0,6,14,8,-0.3,"No"
17,1,2,6,13,30,0.197,0.322,0.324,0.646,1,12,61,23,0,"No"
23,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,23,0.4,"No"
26,0,0,0,0,0,0.667,0.667,0.667,1.333,0,29,1,32,1.3,"No"
25,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,3,-0.2,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,4,37,-0.3,"No"
22,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,32,0.2,"No"
23,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,4,0.1,"No"
25,0,0,0,0,0,0,0,0,0,0,0,6,6,0,"No"
21,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.1,"No"
18,1,2,0,12,22,0.264,0.374,0.385,0.758,2,27,30,29,0.5,"No"
20,0,0,0,2,16,0.18,0.212,0.2,0.412,0,18,19,19,-0.4,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,3,0.1,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,68,70,1.2,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,56,57,0,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,35,39,0.2,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,68,0.4,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,0,"No"
34,0,0,0,0,1,0,0,0,0,0,4,4,4,-0.4,"No"
30,0,0,0,2,9,0.143,0.25,0.143,0.393,0,10,9,10,-0.3,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,11,0,11,3,"18"
29,0,0,0,0,1,0,0,0,0,0,4,1,4,-0.2,"No"
31,0,0,0,0,2,0,0,0,0,0,26,1,26,1.9,"No"
25,0,0,0,1,1,0.167,0.286,0.167,0.452,0,30,3,31,1.6,"No"
25,0,0,0,0,5,0,0,0,0,0,28,3,35,2.1,"No"
26,0,0,0,0,1,0,0,0,0,0,31,2,32,2.9,"No"
28,0,0,0,0,1,0,0,0,0,0,27,1,28,6,"33"
27,0,0,0,0,3,0.2,0.2,0.2,0.4,0,24,2,24,1.8,"No"
28,0,0,0,1,11,0.033,0.065,0.033,0.098,0,17,14,17,2.8,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,2,-0.3,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,8,-1.1,"No"
31,0,0,0,0,1,0,0,0,0,0,7,3,25,-0.1,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,19,0.3,"No"
20,0,0,1,3,8,0.231,0.279,0.308,0.587,0,12,13,13,-0.2,"No"
12,0,5,0,10,39,0.237,0.283,0.364,0.647,0,40,75,61,0,"No"
28,0,0,0,1,24,0.119,0.132,0.119,0.252,0,32,31,32,1.8,"No"
24,1,0,0,0,20,0.082,0.082,0.143,0.224,0,25,26,26,0.4,"No"
33,0,0,0,1,5,0.083,0.12,0.125,0.245,0,17,31,32,-1.7,"No"
35,0,0,0,0,2,0.2,0.2,0.2,0.4,0,3,15,15,-0.7,"No"
33,0,0,0,1,0,0,0.333,0,0.333,0,0,11,11,0.5,"No"
28,0,0,0,1,4,0.125,0.222,0.125,0.347,0,1,49,50,1,"No"
28,0,0,0,0,1,0,0,0,0,0,3,1,10,-0.5,"No"
29,0,0,0,0,1,0.333,0.333,0.333,0.667,0,11,2,37,-0.1,"No"
30,0,0,0,0,0,0.5,0.5,0.5,1,0,32,1,32,1.7,"No"
27,0,0,0,0,1,0,0,0,0,0,30,2,30,4,"84"
25,0,0,0,0,2,0,0,0,0,0,34,2,34,2.7,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,20,0,21,1.4,"No"
38,0,0,0,0,4,0.111,0.111,0.111,0.222,0,8,8,9,-0.5,"No"
28,0,0,0,1,3,0.308,0.357,0.385,0.742,0,11,9,11,1,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,6,0,11,0.6,"No"
13,3,1,6,11,39,0.235,0.278,0.333,0.611,0,50,68,65,-0.4,"No"
7,3,2,20,29,73,0.251,0.302,0.333,0.634,1,106,122,116,0.7,"No"
23,0,0,3,4,9,0.214,0.313,0.25,0.563,0,9,15,14,0,"No"
14,1,1,6,16,39,0.218,0.287,0.291,0.578,0,40,60,53,-0.1,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,48,0.6,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,45,-0.3,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,34,0.1,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,30,-0.3,"No"
46,0,0,0,0,0,0,0,0,0,0,0,48,50,0.3,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,15,-0.8,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,9,9,0.2,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,-0.5,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,20,20,-0.2,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,37,0.9,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,73,-0.8,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,22,-1.3,"No"
54,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,2,-0.1,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,53,55,2.2,"No"
35,0,0,0,0,1,0,0,0,0,0,0,48,50,-0.9,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,47,48,0.2,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,10,-0.3,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,18,-0.4,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,4,-0.1,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,10,-0.2,"No"
6,0,7,1,31,104,0.223,0.322,0.35,0.672,0,69,79,77,0.6,"No"
12,0,5,0,18,57,0.231,0.306,0.406,0.712,1,43,51,43,1.3,"No"
16,3,8,1,27,72,0.213,0.311,0.415,0.727,1,47,58,56,0.1,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,9,0,10,-1.1,"No"
24,0,0,0,0,3,0,0,0,0,0,16,3,48,1.5,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,44,-0.1,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,24,0.5,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,65,1.3,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,24,0.1,"No"
58,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,66,68,0.5,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,26,-0.1,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,49,1,"No"
64,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,27,28,-1,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,0,31,0.4,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,39,-0.6,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,0,4,-0.2,"No"
17,0,2,0,0,14,0.146,0.143,0.317,0.46,0,7,22,11,-0.6,"No"
12,1,8,3,25,71,0.238,0.305,0.392,0.697,0,72,81,75,-0.7,"No"
5,1,24,1,37,92,0.235,0.301,0.455,0.756,0,113,119,116,1.1,"No"
5,1,14,2,34,112,0.254,0.309,0.392,0.701,1,126,129,120,1.1,"No"
5,2,14,2,53,109,0.258,0.328,0.423,0.751,2,135,136,127,4.2,"No"
5,4,22,2,50,124,0.244,0.307,0.435,0.742,0,151,152,152,2.9,"No"
5,1,12,1,19,60,0.26,0.303,0.42,0.723,0,80,84,76,0.2,"No"
13,0,7,1,16,58,0.214,0.276,0.357,0.634,1,51,58,52,0,"No"
21,0,1,0,0,6,0.25,0.25,0.5,0.75,0,2,7,4,0,"No"
17,0,2,0,12,30,0.168,0.263,0.248,0.511,1,26,42,26,-0.7,"No"
27,0,0,0,1,17,0.065,0.094,0.065,0.158,0,25,22,25,0.9,"No"
29,0,0,0,2,18,0.1,0.156,0.1,0.256,0,20,22,23,1.3,"No"
41,0,0,0,1,0,0.194117349256831,1,0.297272473550983,0.546554098786266,0,0,15,15,0.3,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,7,0.6,"No"
21,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,9,-0.5,"No"
30,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,0,"No"
33,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,32,0.6,"No"
21,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,62,-0.8,"No"
22,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,56,-0.2,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,7,0,7,-0.1,"No"
30,0,0,0,1,27,0.07,0.091,0.07,0.161,0,25,25,25,3.3,"81"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,23,0,23,-0.6,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,4,0.3,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,10,-0.2,"No"
27,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,14,0.3,"No"
27,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,9,0.6,"64"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,19,19,0.4,"No"
34,0,0,0,0,1,0,0,0,0,0,0,72,74,1.5,"No"
37,0,0,0,0,1,0,0,0,0,0,0,68,72,0.8,"No"
36,0,0,0,0,1,0,0,0,0,0,0,64,68,2.6,"48"
33,0,0,0,0,1,0,0,0,0,0,0,41,45,0,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,48,50,0.6,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,11,12,-1,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,43,0.4,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,66,1,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,71,0.3,"No"
3,0,16,13,32,122,0.238,0.303,0.434,0.737,4,92,94,94,2.5,"No"
14,0,3,10,9,55,0.203,0.25,0.316,0.566,0,41,43,37,0.8,"No"
4,4,27,8,35,130,0.272,0.341,0.567,0.909,2,94,97,96,4.3,"No"
4,3,24,7,49,191,0.239,0.308,0.457,0.765,4,133,145,142,2.6,"No"
4,6,37,27,47,168,0.291,0.348,0.567,0.914,3,156,157,156,6.2,"11"
4,5,35,23,58,174,0.294,0.363,0.554,0.917,0,144,145,144,7,"24"
4,4,11,15,24,63,0.289,0.355,0.519,0.874,1,59,59,57,2.6,"24"
4,5,24,20,53,139,0.251,0.329,0.471,0.801,2,139,142,138,4.2,"No"
40,0,0,0,1,6,0.222,0.263,0.222,0.485,0,12,12,13,-0.1,"No"
37,0,0,0,0,3,0.143,0.143,0.143,0.286,0,3,9,10,0.5,"No"
55,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,9,2,30,1.4,"No"
38,0,0,0,2,1,0,0.667,0,0.667,0,1,7,7,-0.5,"No"
27,0,0,0,2,17,0.049,0.093,0.049,0.142,0,25,30,31,1.6,"No"
27,0,0,0,2,13,0.116,0.156,0.116,0.272,0,31,28,31,3.8,"91"
26,0,0,0,2,17,0.167,0.211,0.167,0.377,0,26,23,26,0.5,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,11,0,11,-0.9,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,30,0,30,-0.1,"No"
28,0,0,0,0,2,0,0,0,0,0,2,2,2,-0.1,"No"
24,0,1,1,2,26,0.208,0.232,0.321,0.553,0,15,22,19,-0.3,"No"
19,0,3,0,0,4,0.357,0.4,1.071,1.471,0,4,5,0,0.3,"No"
6,4,24,1,33,139,0.293,0.338,0.488,0.826,1,140,147,126,2.4,"No"
6,3,24,0,44,153,0.242,0.299,0.416,0.715,1,150,156,136,0.8,"No"
8,2,35,1,63,143,0.291,0.364,0.535,0.899,3,153,154,134,3.7,"30"
9,1,21,0,51,143,0.255,0.326,0.432,0.758,4,143,147,77,1,"No"
9,1,10,0,35,86,0.268,0.347,0.404,0.751,2,91,92,40,2,"No"
2,0,4,0,21,78,0.234,0.299,0.336,0.635,1,63,79,55,-1.4,"No"
12,0,8,0,18,49,0.176,0.258,0.364,0.622,0,45,51,28,-0.5,"No"
26,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,17,-0.1,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,21,22,0.1,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,48,51,-0.4,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,33,1.1,"No"
21,0,1,0,0,0,0.4,0.4,1,1.4,0,1,2,2,0.1,"No"
17,0,5,1,19,23,0.197,0.358,0.408,0.766,0,22,27,27,0.1,"No"
2,2,24,0,70,126,0.263,0.367,0.49,0.856,2,117,132,125,2.2,"No"
23,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,6,0,8,0.6,"No"
26,0,0,0,0,0,0.5,0.5,0.5,1,0,24,1,25,1,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,30,0,31,3.9,"90"
24,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,4,0.1,"No"
20,0,1,1,6,9,0.171,0.293,0.286,0.578,1,10,11,10,0.1,"No"
